pdbid;chain;genus deposition date;pdb deposition date;total genus;sequence length
4wk4;C;2019-06-12;2014-10-01;0;8
4wne;B;2019-06-12;2014-10-11;0;19
4wng;B;2019-06-12;2014-10-11;0;18
4wym;M;2019-06-12;2014-11-17;0;13
4x2h;C;2019-06-12;2014-11-26;0;6
4x34;C;2019-06-12;2014-11-27;0;10
4x1n;P;2019-06-12;2014-11-25;0;10
4x1v;B;2019-06-12;2014-11-25;0;14
4x3g;C;2019-06-12;2014-11-28;0;11
4x1r;P;2019-06-12;2014-11-25;0;10
4x6s;L;2019-06-12;2014-12-09;0;10
4x0s;A;2019-06-12;2014-11-23;0;16
4uqy;B;2019-06-12;2014-06-25;0;13
4uu5;B;2019-06-12;2014-07-24;0;14
4uqz;B;2019-06-12;2014-06-25;0;24
4w4z;E;2019-06-12;2014-08-15;0;12
4v0x;B;2019-06-12;2014-09-18;0;24
4w50;E;2019-06-12;2014-08-16;0;12
4wc8;B;2019-06-12;2014-09-04;0;16
4wc8;A;2019-06-12;2014-09-04;0;16
4wjo;B;2019-06-12;2014-10-01;0;23
4why;A;2019-06-12;2014-09-24;0;11
4wk2;C;2019-06-12;2014-10-01;0;6
4wnl;E;2019-06-12;2014-10-13;0;8
4x1q;P;2019-06-12;2014-11-25;0;10
4x1s;P;2019-06-12;2014-11-25;0;10
4x2o;C;2019-06-12;2014-11-26;0;8
4x8n;B;2019-06-12;2014-12-10;0;10
4tky;E;2019-06-12;2014-05-28;0;7
4tzo;B;2019-06-12;2014-07-10;0;14
4tzm;C;2019-06-12;2014-07-10;0;13
4tzq;B;2019-06-12;2014-07-10;0;13
4u0b;M;2019-06-12;2014-07-11;0;14
4u0a;B;2019-06-12;2014-07-11;0;14
4tzs;C;2019-06-12;2014-07-10;0;17
4u1p;B;2019-06-12;2014-07-16;0;11
4u1j;C;2019-06-12;2014-07-15;0;9
4u1s;C;2019-06-12;2014-07-16;0;9
4u91;B;2019-06-12;2014-08-05;0;11
4rwg;D;2019-06-12;2014-12-03;0;11
4tk1;C;2019-06-12;2014-05-25;0;11
4s1z;F;2019-06-12;2015-01-16;0;27
4tqe;A;2019-06-12;2014-06-11;0;16
4tuj;E;2019-06-12;2014-06-24;0;14
4twj;B;2019-06-12;2014-06-30;0;10
4tzl;C;2019-06-12;2014-07-10;0;14
4u0c;B;2019-06-12;2014-07-11;0;9
4u2w;B;2019-06-12;2014-07-18;0;15
4u3f;I;2019-06-12;2014-07-21;0;47
4u6y;P;2019-06-12;2014-07-30;0;15
4u6x;P;2019-06-12;2014-07-30;0;15
4u4a;D;2019-06-12;2014-07-23;0;9
4u90;D;2019-06-12;2014-08-05;0;10
4ue7;I;2019-06-12;2014-12-16;0;11
4qj6;E;2019-06-12;2014-06-03;0;10
4qj2;F;2019-06-12;2014-06-03;0;10
4qqi;X;2019-06-12;2014-06-27;0;16
4qrq;C;2019-06-12;2014-07-02;0;9
4qmg;F;2019-06-12;2014-06-16;0;13
4r6p;B;2019-06-12;2014-08-26;0;16
4r6o;B;2019-06-12;2014-08-26;0;16
4r6r;B;2019-06-12;2014-08-26;0;17
4rrv;B;2019-06-12;2014-11-06;0;9
4qh8;D;2019-06-12;2014-05-27;0;10
4qj9;G;2019-06-12;2014-06-03;0;10
4qj8;E;2019-06-12;2014-06-03;0;10
4qrp;C;2019-06-12;2014-07-02;0;9
4r6n;B;2019-06-12;2014-08-26;0;16
4r6q;B;2019-06-12;2014-08-26;0;16
4p1w;G;2019-06-12;2014-02-27;0;6
4p4w;A;2019-06-12;2014-03-13;0;16
4p7i;C;2019-06-12;2014-03-27;0;27
4p4v;A;2019-06-12;2014-03-13;0;16
4pri;C;2019-06-12;2014-03-05;0;11
4prh;C;2019-06-12;2014-03-05;0;11
4prp;C;2019-06-12;2014-03-06;0;11
4pxf;B;2019-06-12;2014-03-23;0;7
4oz7;A;2019-06-12;2014-02-14;0;9
4ozg;I;2019-06-12;2014-02-16;0;13
4p4z;A;2019-06-12;2014-03-13;0;16
4p4y;A;2019-06-12;2014-03-13;0;16
4p4x;A;2019-06-12;2014-03-13;0;16
4pd1;C;2019-06-12;2014-04-17;0;10
4prb;C;2019-06-12;2014-03-05;0;11
4prd;C;2019-06-12;2014-03-05;0;11
4pr5;C;2019-06-12;2014-03-05;0;11
4pn1;E;2019-06-12;2014-05-22;0;6
4prn;C;2019-06-12;2014-03-06;0;11
4psx;P;2019-06-12;2014-03-08;0;10
4po6;B;2019-06-12;2014-02-25;0;19
4q96;C;2019-06-12;2014-04-29;0;19
4q8d;A;2019-06-12;2014-04-26;0;18
4n3c;B;2019-06-12;2013-10-06;0;20
4n84;C;2019-06-12;2013-10-17;0;10
4nf9;C;2019-06-12;2013-10-31;0;9
4nnl;C;2019-06-12;2013-11-18;0;9
4nmq;C;2019-06-12;2013-11-15;0;10
4no0;C;2019-06-12;2013-11-19;0;12
4ntr;A;2019-06-12;2013-12-02;0;16
4nw8;A;2019-06-12;2013-12-05;0;16
4nu8;A;2019-06-12;2013-12-03;0;8
4obd;E;2019-06-12;2014-01-07;0;9
4obj;C;2019-06-12;2014-01-07;0;10
4obg;E;2019-06-12;2014-01-07;0;10
4obh;E;2019-06-12;2014-01-07;0;10
4obk;C;2019-06-12;2014-01-07;0;10
4o6f;B;2019-06-12;2013-12-20;0;10
4ofb;B;2019-06-12;2014-01-14;0;12
4osd;A;2019-06-12;2014-02-12;0;93
4n3b;B;2019-06-12;2013-10-06;0;20
4n4h;B;2019-06-12;2013-10-08;0;11
4n5e;B;2019-06-12;2013-10-09;0;9
4n6p;B;2019-06-12;2013-10-14;0;6
4nmt;C;2019-06-12;2013-11-15;0;7
4ntp;A;2019-06-12;2013-12-02;0;16
4nxr;B;2019-06-12;2013-12-09;0;8
4nw9;A;2019-06-12;2013-12-05;0;16
4o45;B;2019-06-12;2013-12-18;0;5
4o27;C;2019-06-12;2013-12-16;0;5
4obf;E;2019-06-12;2014-01-07;0;10
4odl;C;2019-06-12;2014-01-10;0;9
4odm;E;2019-06-12;2014-01-10;0;10
4oih;B;2019-06-12;2014-01-19;0;23
4oiu;B;2019-06-12;2014-01-20;0;7
4mz5;A;2019-06-12;2013-09-29;0;8
4n4i;B;2019-06-12;2013-10-08;0;11
4n1a;G;2019-06-12;2013-10-03;0;7
4lop;K;2019-06-12;2013-07-13;0;29
4loq;K;2019-06-12;2013-07-13;0;29
4lx3;B;2019-06-12;2013-07-29;0;36
4m1d;P;2019-06-12;2013-08-02;0;14
4m5t;B;2019-06-12;2013-08-08;0;9
4m91;B;2019-06-12;2013-08-14;0;6
4m6e;A;2019-06-12;2013-08-09;0;9
4mbe;G;2019-06-12;2013-08-19;0;9
4mkq;C;2019-06-12;2013-09-05;0;9
4mjh;B;2019-06-12;2013-09-03;0;7
4mny;C;2019-06-12;2013-09-11;0;13
4moy;B;2019-06-12;2013-09-12;0;35
4mvb;B;2019-06-12;2013-09-23;0;9
4k78;B;2019-06-12;2013-04-16;0;10
4kmd;B;2019-06-12;2013-05-08;0;10
4l33;C;2019-06-12;2013-06-05;0;47
4l8b;C;2019-06-12;2013-06-16;0;9
4li3;A;2019-06-12;2013-07-02;0;8
4k39;C;2019-06-12;2013-04-10;0;10
4iho;C;2019-06-12;2012-12-19;0;9
4ig9;B;2019-06-12;2012-12-16;0;21
4ivh;A;2019-06-12;2013-01-22;0;14
4iut;C;2019-06-12;2013-01-21;0;8
4j09;B;2019-06-12;2013-01-30;0;6
4j82;C;2019-06-12;2013-02-14;0;5
4jo1;P;2019-06-12;2013-03-16;0;10
4joe;C;2019-06-12;2013-03-18;0;10
4jlq;B;2019-06-12;2013-03-12;0;7
4jmy;E;2019-06-12;2013-03-14;0;6
4jok;C;2019-06-12;2013-03-18;0;9
4jqx;B;2019-06-12;2013-03-20;0;12
4i48;C;2019-06-12;2012-11-27;0;9
4i5b;C;2019-06-12;2012-11-28;0;12
4i51;C;2019-06-12;2012-11-28;0;9
4i80;B;2019-06-12;2012-12-01;0;8
4ika;D;2019-06-12;2012-12-25;0;20
4imj;F;2019-06-12;2013-01-03;0;8
4jfo;C;2019-06-12;2013-02-28;0;10
4jiw;A;2019-06-12;2013-03-07;0;93
4jiv;A;2019-06-12;2013-03-07;0;93
4jo2;P;2019-06-12;2013-03-16;0;10
4joj;C;2019-06-12;2013-03-18;0;8
4jol;E;2019-06-12;2013-03-18;0;11
4jxt;B;2019-06-12;2013-03-28;0;10
4hom;B;2019-06-12;2012-10-22;0;11
4hrg;C;2019-06-12;2012-10-27;0;8
4ht6;B;2019-06-12;2012-10-31;0;11
4huw;I;2019-06-12;2012-11-04;0;9
4hkj;C;2019-06-12;2012-10-15;0;8
4h39;B;2019-06-12;2012-09-13;0;10
4han;C;2019-06-12;2012-09-27;0;9
4hcz;C;2019-06-12;2012-10-01;0;10
4hdq;C;2019-06-12;2012-10-02;0;5
4gw1;E;2019-06-12;2012-08-31;0;12
4gxb;B;2019-06-12;2012-09-04;0;15
4gyy;B;2019-06-12;2012-09-05;0;14
4gz3;B;2019-06-12;2012-09-05;0;14
4h3b;B;2019-06-12;2012-09-13;0;10
4gqb;C;2019-06-12;2012-08-22;0;8
4gq6;B;2019-06-12;2012-08-22;0;12
4gvd;C;2019-06-12;2012-08-30;0;8
4gwq;H;2019-06-12;2012-09-03;0;25
4gxl;B;2019-06-12;2012-09-04;0;11
4gy5;E;2019-06-12;2012-09-05;0;10
4gyw;B;2019-06-12;2012-09-05;0;14
4h1l;C;2019-06-12;2012-09-10;0;13
4h25;C;2019-06-12;2012-09-12;0;22
4gfu;F;2019-06-11;2012-08-04;0;7
4ggd;C;2019-06-11;2012-08-06;0;7
4gkn;C;2019-06-11;2012-08-13;0;10
4gks;C;2019-06-11;2012-08-13;0;10
4gly;B;2019-06-11;2012-08-15;0;13
4ghu;B;2019-06-11;2012-08-08;0;14
4glr;A;2019-06-11;2012-08-14;0;10
4fu4;C;2019-06-11;2012-06-28;0;26
4fvl;C;2019-06-11;2012-06-29;0;14
4fwf;E;2019-06-11;2012-07-01;0;13
4g0d;W;2019-06-11;2012-07-09;0;19
4g2v;B;2019-06-11;2012-07-13;0;17
3r42;B;2019-06-11;2011-03-17;0;8
3r2a;E;2019-06-11;2011-03-14;0;7
4fln;E;2019-06-11;2012-06-15;0;20
4fbw;C;2019-06-11;2012-05-23;0;43
4fi9;B;2019-06-11;2012-06-08;0;14
4fmo;C;2019-06-11;2012-06-18;0;7
4fmn;C;2019-06-11;2012-06-18;0;7
3qe0;F;2019-06-11;2011-01-19;0;6
3qjm;C;2019-06-11;2011-01-30;0;5
3qkk;C;2019-06-11;2011-02-01;0;10
3qkl;C;2019-06-11;2011-02-01;0;10
3qo2;P;2019-06-11;2011-02-09;0;15
3qwc;I;2019-06-11;2011-02-28;0;11
3qdr;B;2019-06-11;2011-01-19;0;49
3qxd;C;2019-06-11;2011-03-01;0;14
3q47;C;2019-06-11;2010-12-23;0;7
3q9j;A;2019-06-11;2011-01-07;0;10
3q9g;A;2019-06-11;2011-01-07;0;10
3q49;C;2019-06-11;2010-12-23;0;7
3q78;D;2019-06-11;2011-01-04;0;9
3q79;P;2019-06-11;2011-01-04;0;9
3q9i;A;2019-06-11;2011-01-07;0;10
3q9h;A;2019-06-11;2011-01-07;0;10
3pfv;C;2019-06-11;2010-10-29;0;10
3pe4;B;2019-06-11;2010-10-25;0;14
3pqz;L;2019-06-11;2010-11-29;0;10
3pth;B;2019-06-11;2010-12-03;0;15
3pkn;B;2019-06-11;2010-11-11;0;11
3plx;A;2019-06-11;2010-11-15;0;25
3omg;C;2019-06-11;2010-08-26;0;6
3ow4;C;2019-06-11;2010-09-17;0;10
3oxr;C;2019-06-11;2010-09-21;0;10
3p3p;B;2019-06-11;2010-10-05;0;13
3p4f;B;2019-06-11;2010-10-06;0;9
3oka;C;2019-06-11;2010-08-24;0;11
3omh;E;2019-06-11;2010-08-26;0;9
3op0;C;2019-06-11;2010-08-31;0;10
3p3n;B;2019-06-11;2010-10-05;0;10
3o2m;F;2019-06-11;2010-07-22;0;10
3o2q;F;2019-06-11;2010-07-22;0;6
3o7a;B;2019-06-11;2010-07-30;0;6
3ob2;A;2019-06-11;2010-08-06;0;11
3o2b;B;2019-06-11;2010-07-22;0;10
3o45;C;2019-06-11;2010-07-26;0;10
3o6l;C;2019-06-11;2010-07-29;0;15
3o6m;C;2019-06-11;2010-07-29;0;9
3o7l;I;2019-06-11;2010-07-30;0;15
3o71;B;2019-06-11;2010-07-30;0;8
3ocb;C;2019-06-11;2010-08-09;0;10
3oe0;I;2019-06-11;2010-08-12;0;15
3oe7;1;2019-06-11;2010-08-12;0;37
3nfk;C;2019-06-11;2010-06-10;0;13
3nk4;C;2019-06-11;2010-06-18;0;22
3ntw;B;2019-06-11;2010-07-05;0;12
3nvg;A;2019-06-11;2010-07-08;0;6
3nk3;C;2019-06-11;2010-06-18;0;21
3nmx;D;2019-06-11;2010-06-22;0;13
3n5e;D;2019-06-11;2010-05-25;0;8
3n5u;C;2019-06-11;2010-05-25;0;7
3naz;E;2019-06-11;2010-06-02;0;5
3nf3;C;2019-06-11;2010-06-09;0;7
3ml4;E;2019-06-11;2010-04-16;0;9
3mlx;P;2019-06-11;2010-04-18;0;14
3mlw;P;2019-06-11;2010-04-18;0;17
3mlu;P;2019-06-11;2010-04-18;0;14
3mlz;P;2019-06-11;2010-04-18;0;22
3mlr;P;2019-06-11;2010-04-18;0;14
3mlv;P;2019-06-11;2010-04-18;0;13
3mly;P;2019-06-11;2010-04-18;0;12
3mls;P;2019-06-11;2010-04-18;0;20
3mob;P;2019-06-11;2010-04-22;0;11
3mmg;C;2019-06-11;2010-04-19;0;7
3mod;P;2019-06-11;2010-04-22;0;11
3mrc;P;2019-06-11;2010-04-29;0;9
3mrd;P;2019-06-11;2010-04-29;0;9
3mrg;P;2019-06-11;2010-04-29;0;9
3mrj;P;2019-06-11;2010-04-29;0;9
3mrh;P;2019-06-11;2010-04-29;0;9
3mv5;C;2019-06-11;2010-05-03;0;10
3mv7;C;2019-06-11;2010-05-03;0;11
3mvh;B;2019-06-11;2010-05-04;0;10
3mv9;C;2019-06-11;2010-05-03;0;11
3m17;I;2019-06-11;2010-03-04;0;13
3m5m;C;2019-06-11;2010-03-12;0;7
3m5o;C;2019-06-11;2010-03-12;0;7
3m56;B;2019-06-11;2010-03-12;0;6
3me9;C;2019-06-11;2010-03-31;0;8
3m1b;I;2019-06-11;2010-03-04;0;10
3m58;B;2019-06-11;2010-03-12;0;8
3m59;B;2019-06-11;2010-03-12;0;8
3m5a;B;2019-06-11;2010-03-12;0;8
3m5n;F;2019-06-11;2010-03-12;0;7
3m57;B;2019-06-11;2010-03-12;0;8
3met;C;2019-06-11;2010-03-31;0;8
3mhp;C;2019-06-11;2010-04-08;0;26
3mhr;P;2019-06-11;2010-04-08;0;10
3mgo;C;2019-06-11;2010-04-07;0;10
3lex;C;2019-06-11;2010-01-15;0;7
3ley;P;2019-06-11;2010-01-15;0;8
3lly;B;2019-06-11;2010-01-29;0;16
3lm1;B;2019-06-11;2010-01-29;0;15
3lqi;R;2019-06-11;2010-02-09;0;6
3lv3;C;2019-06-11;2010-02-19;0;9
3lko;C;2019-06-11;2010-01-27;0;9
3lon;B;2019-06-11;2010-02-04;0;22
3lqj;Q;2019-06-11;2010-02-09;0;6
3kut;C;2019-06-11;2009-11-27;0;16
3kpp;C;2019-06-11;2009-11-16;0;9
3kpl;C;2019-06-11;2009-11-16;0;9
3kpn;C;2019-06-11;2009-11-16;0;9
3ktp;B;2019-06-11;2009-11-25;0;16
3kui;B;2019-06-11;2009-11-27;0;13
3kus;C;2019-06-11;2009-11-27;0;11
3kf2;C;2019-06-11;2009-10-27;0;16
3kl8;B;2019-06-11;2009-11-06;0;18
3kuj;B;2019-06-11;2009-11-27;0;15
3ktr;B;2019-06-11;2009-11-25;0;16
3jts;C;2019-06-11;2009-09-14;0;9
3jql;B;2019-06-11;2009-09-07;0;6
3jau;A;2019-06-11;2015-06-24;0;17
3jq5;B;2019-06-11;2009-09-06;0;8
3jrv;C;2019-06-11;2009-09-09;0;9
3iqq;B;2019-06-11;2009-08-20;0;9
3ivv;D;2019-06-11;2009-09-01;0;9
3ij1;B;2019-06-11;2009-08-03;0;7
3ivb;M;2019-06-11;2009-08-31;0;11
3idg;C;2019-06-11;2009-07-21;0;6
3idj;C;2019-06-11;2009-07-21;0;7
3iec;E;2019-06-11;2009-07-22;0;14
3iax;B;2019-06-11;2009-07-15;0;12
3idn;C;2019-06-11;2009-07-21;0;7
3ifp;P;2019-06-11;2009-07-24;0;6
3ifo;P;2019-06-11;2009-07-24;0;6
3idm;C;2019-06-11;2009-07-21;0;7
3hqm;C;2019-06-11;2009-06-07;0;7
3hs9;P;2019-06-11;2009-06-10;0;11
3hql;C;2019-06-11;2009-06-07;0;8
3hr5;R;2019-06-11;2009-06-08;0;9
3hqh;M;2019-06-11;2009-06-06;0;9
3hs8;P;2019-06-11;2009-06-10;0;12
3hsv;M;2019-06-11;2009-06-10;0;11
3i7z;B;2019-06-11;2009-07-09;0;6
3h1c;D;2019-06-11;2009-04-11;0;21
3h9h;C;2019-06-11;2009-04-30;0;9
3hcv;C;2019-06-11;2009-05-06;0;9
3gd1;Z;2019-06-11;2009-02-23;0;8
3giv;C;2019-06-11;2009-03-06;0;10
3gs2;B;2019-06-11;2009-03-26;0;30
3gxe;F;2019-06-11;2009-04-02;0;11
3gxe;E;2019-06-11;2009-04-02;0;20
3gz2;P;2019-06-11;2009-04-06;0;7
3gz1;P;2019-06-11;2009-04-06;0;13
3h0t;C;2019-06-11;2009-04-10;0;22
3ghe;P;2019-06-11;2009-03-03;0;15
3ghb;P;2019-06-11;2009-03-03;0;10
3go1;P;2019-06-11;2009-03-18;0;14
3h0a;B;2019-06-11;2009-04-08;0;11
3fqr;C;2019-06-11;2009-01-07;0;10
3g2s;C;2019-06-11;2009-02-01;0;11
3g2v;C;2019-06-11;2009-02-01;0;9
3fva;A;2019-06-11;2009-01-15;0;6
3fy2;B;2019-06-11;2009-01-21;0;8
3f58;P;2019-06-11;1998-10-23;0;11
3f9z;E;2019-06-11;2008-11-14;0;9
3fbr;B;2019-06-11;2008-11-19;0;9
3fhv;C;2019-06-11;2008-12-10;0;9
3fks;1;2019-06-11;2008-12-17;0;36
3fma;L;2019-06-11;2008-12-19;0;7
3fm7;C;2019-06-11;2008-12-19;0;27
3fon;E;2019-06-11;2008-12-30;0;8
3fp4;Q;2019-06-11;2009-01-03;0;7
3f9w;E;2019-06-11;2008-11-14;0;9
3fe7;L;2019-06-11;2008-11-28;0;8
3fn0;P;2019-06-11;2008-12-22;0;9
3eyd;B;2019-06-10;2008-10-20;0;22
3e8d;C;2019-06-10;2008-08-19;0;10
3egs;C;2019-06-10;2008-09-11;0;7
3ejh;E;2019-06-10;2008-09-18;0;15
3emh;B;2019-06-10;2008-09-24;0;6
3emw;B;2019-06-10;2008-09-25;0;7
3ecb;P;2019-06-10;2008-08-29;0;10
3e1r;C;2019-06-10;2008-08-04;0;13
3e2h;Q;2019-06-10;2008-08-05;0;9
3e6h;P;2019-06-10;2008-08-15;0;10
3e90;A;2019-06-10;2008-08-21;0;47
3ds9;B;2019-06-10;2008-07-11;0;6
3dtx;C;2019-06-10;2008-07-16;0;9
3dx6;C;2019-06-10;2008-07-23;0;10
3dx7;C;2019-06-10;2008-07-23;0;10
3dy0;B;2019-06-10;2008-07-25;0;28
3e2b;C;2019-06-10;2008-08-05;0;10
3e88;C;2019-06-10;2008-08-19;0;10
3e6f;P;2019-06-10;2008-08-15;0;9
3e87;C;2019-06-10;2008-08-19;0;10
3dpq;C;2019-06-10;2008-07-09;0;12
3dro;P;2019-06-10;2008-07-11;0;7
3dgj;A;2019-06-10;2008-06-13;0;7
3dmm;P;2019-06-10;2008-07-01;0;10
3dpo;C;2019-06-10;2008-07-09;0;9
3drq;C;2019-06-10;2008-07-11;0;8
3d9o;Z;2019-06-10;2008-05-27;0;9
3d8c;B;2019-06-10;2008-05-23;0;13
3cxd;P;2019-06-10;2008-04-24;0;9
3cyy;C;2019-06-10;2008-04-27;0;9
3czf;C;2019-06-10;2008-04-29;0;9
3cwb;I;2019-06-10;2008-04-21;0;51
3d1e;P;2019-06-10;2008-05-05;0;6
3d1f;P;2019-06-10;2008-05-05;0;9
3d0v;C;2019-06-10;2008-05-02;0;9
3d4b;D;2019-06-10;2008-05-14;0;9
3d8a;S;2019-06-10;2008-05-22;0;8
3cqw;C;2019-06-10;2008-04-03;0;10
3cpl;E;2019-06-10;2008-03-31;0;9
3cqu;C;2019-06-10;2008-04-03;0;10
3cv0;B;2019-06-10;2008-04-17;0;6
3cb8;B;2019-06-10;2008-02-21;0;6
3cc5;C;2019-06-10;2008-02-24;0;9
3cal;B;2019-06-10;2008-02-20;0;18
3c1k;B;2019-06-10;2008-01-23;0;11
3c2a;P;2019-06-10;2008-01-24;0;13
3c27;H;2019-06-10;2008-01-24;0;11
3caa;B;2019-06-10;1997-08-18;0;32
3cdw;H;2019-06-10;2008-02-27;0;9
3ch1;C;2019-06-10;2008-03-06;0;9
3bkj;A;2019-06-10;2007-12-06;0;7
3bqo;B;2019-06-10;2007-12-20;0;13
3bux;A;2019-06-10;2008-01-03;0;8
3bhb;C;2019-06-10;2007-11-28;0;10
3bo8;C;2019-06-10;2007-12-17;0;9
3brl;C;2019-06-10;2007-12-21;0;10
3brh;C;2019-06-10;2007-12-21;0;7
3bts;E;2019-06-10;2007-12-30;0;9
3btb;A;2019-06-10;1997-09-07;0;15
3bu6;B;2019-06-10;2007-12-31;0;14
3bu8;C;2019-06-10;2008-01-02;0;15
3buo;A;2019-06-10;2008-01-03;0;11
3bvn;C;2019-06-10;2008-01-07;0;9
3bfq;F;2019-06-10;2007-11-23;0;15
3bae;A;2019-06-10;2007-11-07;0;7
3bcc;I;2019-06-10;1998-03-23;0;33
3bim;I;2019-06-10;2007-11-30;0;17
3ayu;B;2019-06-10;2011-05-17;0;10
3b3i;C;2019-06-10;2007-10-22;0;9
3b95;P;2019-06-10;2007-11-02;0;13
3ap1;S;2019-06-10;2010-10-09;0;9
3at0;B;2019-06-10;2010-12-23;0;12
3ask;P;2019-06-10;2010-12-16;0;10
3ap2;S;2019-06-10;2010-10-09;0;9
3auw;A;2019-06-10;2011-02-17;0;17
3avr;B;2019-06-10;2011-03-07;0;17
3aae;V;2019-06-10;2009-11-16;0;21
3ade;B;2019-06-10;2010-01-19;0;8
3al3;B;2019-06-10;2010-07-22;0;10
3am8;E;2019-06-10;2010-08-18;0;9
2zvl;U;2019-06-10;2008-11-11;0;11
3a1m;A;2019-06-10;2009-04-11;0;112
2z34;C;2019-06-10;2007-05-31;0;21
2z5k;B;2019-06-10;2007-07-14;0;12
2z3n;C;2019-06-10;2007-06-04;0;5
2z5n;B;2019-06-10;2007-07-14;0;15
2zdv;I;2019-06-10;2007-11-29;0;11
2zg0;I;2019-06-10;2008-01-16;0;11
2zc6;A;2019-06-10;2007-11-02;0;16
2zjd;B;2019-06-10;2008-03-05;0;10
2zlf;B;2019-06-10;2008-04-09;0;7
2zne;C;2019-06-10;2008-04-22;0;15
2ygv;E;2019-06-10;2011-04-21;0;19
2yjd;C;2019-06-10;2011-05-19;0;11
2yql;A;2019-06-10;2007-03-30;0;56
2ynp;P;2019-06-10;2012-10-17;0;8
2y06;P;2019-06-10;2010-11-30;0;9
2y0n;E;2019-06-10;2010-12-04;0;44
2y36;P;2019-06-10;2010-12-18;0;10
2y65;W;2019-06-10;2011-01-19;0;11
2ych;B;2019-06-10;2011-03-15;0;8
2xu7;C;2019-06-10;2010-10-15;0;12
2xfx;C;2019-06-10;2010-05-28;0;11
2xl3;C;2019-06-10;2010-07-19;0;10
2xl2;C;2019-06-10;2010-07-19;0;10
2xjh;A;2019-06-10;2010-07-06;0;9
2xji;A;2019-06-10;2010-07-06;0;8
2xs0;B;2019-06-10;2010-09-24;0;12
2x4u;C;2019-06-10;2010-02-02;0;9
2x4s;C;2019-06-10;2010-02-02;0;9
2x4w;B;2019-06-10;2010-02-02;0;13
2xa7;P;2019-06-10;2010-03-29;0;6
2x4t;C;2019-06-10;2010-02-02;0;9
2wzq;C;2019-06-10;2009-12-02;0;13
2wp1;P;2019-06-10;2009-08-02;0;7
2x39;C;2019-06-10;2010-01-22;0;10
2whx;C;2019-06-10;2009-05-07;0;14
2wjg;C;2019-06-10;2009-05-26;0;7
2wmb;I;2019-06-10;2009-06-30;0;5
2wa8;B;2019-06-10;2009-02-03;0;10
2w65;E;2019-06-10;2008-12-17;0;9
2vpg;P;2019-06-10;2008-02-27;0;7
2vdn;C;2019-06-10;2007-10-10;0;5
2vj0;P;2019-06-10;2007-12-06;0;8
2vpe;P;2019-06-10;2008-02-27;0;7
2v88;D;2019-06-10;2007-08-03;0;8
2vaa;P;2019-06-10;1994-11-01;0;8
2vdo;C;2019-06-10;2007-10-10;0;12
2vdp;C;2019-06-10;2007-10-10;0;8
2vdr;C;2019-06-10;2007-10-10;0;7
2rkz;M;2019-06-10;2007-10-18;0;18
2rmw;A;2019-06-10;2007-11-29;0;26
2rqh;A;2019-06-10;2009-05-08;0;22
2rvd;A;2019-06-10;2015-07-14;0;10
2rt5;B;2019-06-10;2013-04-22;0;8
2v17;A;2019-06-10;2007-05-22;0;6
2v2w;C;2019-06-10;2007-06-07;0;9
2r9q;Y;2019-06-10;2007-09-13;0;9
2rf9;C;2019-06-10;2007-09-28;0;27
2rky;B;2019-06-10;2007-10-18;0;21
2rpn;B;2019-06-10;2008-06-12;0;18
2rqg;A;2019-06-10;2009-05-08;0;19
2rr3;B;2019-06-10;2010-03-09;0;44
2rsw;A;2019-06-10;2012-07-26;0;18
2rtv;A;2019-06-10;2013-09-19;0;17
2rsn;B;2019-06-10;2012-04-18;0;18
2ruk;A;2019-06-10;2014-09-24;0;22
2rvn;B;2019-06-10;2015-12-18;0;18
2ru2;A;2019-06-10;2013-11-08;0;9
2soc;A;2019-06-10;1996-11-26;0;6
2uw9;C;2019-06-10;2007-03-19;0;10
2rfd;C;2019-06-10;2007-09-28;0;16
2r2m;H;2019-06-10;2007-08-27;0;11
2qhr;P;2019-06-09;2007-07-02;0;11
2qki;G;2019-06-09;2007-07-11;0;13
2q0n;B;2019-06-09;2007-05-22;0;11
2q6g;C;2019-06-09;2007-06-05;0;11
2qme;I;2019-06-09;2007-07-16;0;24
2p8m;C;2019-06-09;2007-03-22;0;9
2pg1;I;2019-06-09;2007-04-06;0;27
2ple;B;2019-06-09;1994-08-19;0;12
2pv9;C;2019-06-09;2007-05-09;0;26
2pw1;C;2019-06-09;2007-05-10;0;8
2oru;A;2019-06-09;2007-02-04;0;20
2otq;A;2019-06-09;2007-02-09;0;6
2ot8;C;2019-06-09;2007-02-07;0;18
2ovq;C;2019-06-09;2007-02-14;0;12
2p1o;C;2019-06-09;2007-03-06;0;13
2p2t;C;2019-06-09;2007-03-07;0;9
2p59;C;2019-06-09;2007-03-14;0;16
2p6b;E;2019-06-09;2007-03-16;0;13
2p8l;C;2019-06-09;2007-03-22;0;11
2pld;B;2019-06-09;1994-08-19;0;12
2o9q;C;2019-06-09;2006-12-14;0;14
2oc1;B;2019-06-09;2006-12-20;0;22
2od8;B;2019-06-09;2006-12-21;0;11
2ofq;B;2019-06-09;2007-01-04;0;22
2oi3;B;2019-06-09;2007-01-10;0;12
2oje;C;2019-06-09;2007-01-12;0;13
2oq1;B;2019-06-09;2007-01-30;0;19
2oqj;C;2019-06-09;2007-01-31;0;18
2os6;B;2019-06-09;2007-02-05;0;8
2otu;P;2019-06-09;2007-02-09;0;11
2otk;C;2019-06-09;2007-02-08;0;25
2p0w;P;2019-06-09;2007-03-01;0;15
